im looking for a moderately priced restaurant that serves;0;inform
im looking for a turkish restaurant;0;inform 
it doesnt matter;0;inform 
i dont care;0;inform 
address;3;request 
address;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant that serves swedish food;0;inform 
does it serve swedish serve;1;confirm 
how about asian food;7;reqalts 
how about asian oriental;7;reqalts 
does it serve asian oriental;1;confirm 
asian oriental;0;inform 
what is the phone number and address;3;request 
what is the address;3;request 
what is the address;3;request 
okay good bye;6;bye 
thank you good bye;4;thankyou 
moderately priced vanessa restaurant;0;inform 
gastropub;0;inform 
right;2;affirm 
address;3;request 
phone number;3;request 
what area is it in;3;request 
thank you good bye;4;thankyou 
noise;5;null 
south;0;inform 
cheap;0;inform 
cheap;0;inform 
it doesnt matter;0;inform 
just give me a cheap restaurant;0;inform 
what is the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant on the north side of town;0;inform 
unintelligible;5;null 
whats the phone number;3;request 
thank you good bye;4;thankyou 
i want a cheap restaurant in the north part of town;0;inform 
i dont care;0;inform 
what the address;3;request 
whats the phone number;3;request 
what type of food does the venue serve;3;request 
thank you good bye;4;thankyou 
im looking a cheap restaurant;0;inform 
in the east part of the town;0;inform 
unintelligible;5;null 
okay show me the address;3;request 
address;3;request 
phone number;3;request 
and finally the post code;3;request 
okay thank you good bye;4;thankyou 
romanian food;0;inform 
portuguese;0;inform 
any part;0;inform 
cheap;0;inform 
address;3;request 
thank you good bye;4;thankyou 
im looking for a moderate priced restaurant in the north part of town;0;inform 
any kind of food;0;inform 
is there anything else;7;reqalts 
can i have the address phone number and the type of food;3;request 
can i have the type of food;3;request 
thank you good bye;4;thankyou 
north;0;inform 
indian;0;inform 
indian;0;inform 
dont care;0;inform 
address;3;request 
phone;3;request 
phone number;3;request 
address;3;request 
phone number;3;request 
address;3;request 
thank you good bye;4;thankyou 
restaurant in south part of town serves;0;inform 
creative food;0;inform 
how about chinese food;7;reqalts 
address and price range;3;request 
price range;3;request 
thank you good bye;4;thankyou 
i need a restaurant that serves corsica food;0;inform 
how about vietnamese type of food;7;reqalts 
no how about vietnamese;8;negate 
whats the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
yes an expensive restaurant serving african food;2;affirm 
whats the address;3;request 
thank you good bye;4;thankyou 
im looking for cuban food;0;inform 
im looking for asian oriental;0;inform 
asian oriental;0;inform 
no price;3;request 
is it asian oriental;1;confirm 
whats the address;3;request 
and the post code;3;request 
thank you good bye;4;thankyou 
i am looking for an expensive restaurant in the east;0;inform 
any type of food;0;inform 
whats its address;3;request 
what type of food is it;3;request 
thank you good bye;4;thankyou 
whats its address;3;request 
what type of food;3;request 
type of food;3;request 
thank you good bye;4;thankyou 
restaraunt serving fusion food;0;inform 
how about mediterranean;7;reqalts 
type of food;3;request 
medterranean;0;inform 
phone number and post code;3;request 
good bye;6;bye 
cheap restaurant;0;inform 
korean food;0;inform 
thank you good bye;4;thankyou 
expensive in the south;0;inform 
south;0;inform 
any;0;inform 
expensive;0;inform 
south;0;inform 
sil;5;null 
dont care;0;inform 
south;0;inform 
another place;7;reqalts 
phone number;3;request 
breathing;5;null 
breathing;5;null 
south;0;inform 
west;0;inform 
west part of town;0;inform 
noise;5;null 
west;0;inform 
south;0;inform 
south;0;inform 
south area;0;inform 
dont care;0;inform 
west;0;inform 
west part of town;0;inform 
south part of town;0;inform 
address;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
i want to find;5;null 
a restaurant;0;inform 
mexican food;0;inform 
okay;5;null 
noise taquita restaurant;0;inform 
uh whats the address and phone number;3;request 
address;3;request 
thank you;4;thankyou 
thank you good bye;4;thankyou 
im looking for a cheap restaurant in the east part of town;0;inform 
whats the address;3;request 
what type of food do they serve;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant that serves christmas food;0;inform 
what type of food do they serve;3;request 
i want christmas food;0;inform 
food do they serve;3;request 
type of food;3;request 
christmas food;0;inform 
yes;2;affirm 
what about asian oriental;7;reqalts 
asian oriental food;0;inform 
phone number and address;3;request 
thank you good bye;4;thankyou 
yea;2;affirm 
any area;0;inform 
danish food;0;inform 
mediterranean;0;inform 
i dont care;0;inform 
what is the address;3;request 
phone number;3;request 
and post code;3;request 
thank you good bye;4;thankyou 
do you have an expensive restaurant;0;inform 
any any part of town;0;inform 
english food;0;inform 
how about turkish;7;reqalts 
how about turkish food;7;reqalts 
do they serve turkish food;1;confirm 
do they have turkish food;1;confirm 
yes;2;affirm 
alright what is the address;3;request 
alright thank you good bye;6;bye 
thai food;0;inform 
center;0;inform 
yes;2;affirm 
noise;5;null 
noise;5;null 
whats the address phone number and price;3;request 
whats the price range;3;request 
thank you good bye;4;thankyou 
looking for a cheap restaurant;0;inform 
unintelligible;5;null 
may i get the address;3;request 
and the phone number;3;request 
thank you good bye;4;thankyou 
im looking for bistro food in the center of town;0;inform 
im looking for north american food;0;inform 
right;2;affirm 
whats the phone number;3;request 
thank you good bye;4;thankyou 
can i get a cheap restaurant in the south part of town;0;inform 
any;0;inform 
type of food;3;request 
type of food;3;request 
the address;3;request 
thank you good bye;4;thankyou 
looking for a restaurant in the east part of town;0;inform 
whats the address;3;request 
and the post code;3;request 
thank you goodbye;4;thankyou 
im looking for a cheap restaurant that serves austrian food;0;inform 
how about portuguese food;7;reqalts 
portuguese;0;inform 
i dont care;0;inform 
whats their address;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the south part of town serving;0;inform 
chinese food;0;inform 
it doesnt matter;0;inform 
right;2;affirm 
phone number and price range;3;request 
price range;3;request 
thank you goodbye;4;thankyou 
im looking for a restaurant in the east part of town;0;inform 
chinese food in the east part of town;0;inform 
perfect may i have the address;3;request 
thank you good bye;4;thankyou 
moderate price;0;inform 
dont care;0;inform 
malaysian;0;inform 
address;3;request 
and the telephone;3;request 
telephone number;3;request 
thank you;4;thankyou 
bye;6;bye 
im looking for a cheap restaurant in the north part of town;0;inform 
i dont care;0;inform 
phone number;3;request 
what is the phone number;3;request 
whats the address;3;request 
thank you good bye;4;thankyou 
yea id like a restaurant in the west part of town thats;0;inform 
british;0;inform 
it doesnt matter;0;inform 
what is the address;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
cheap;0;inform 
south;0;inform 
south;0;inform 
south bart;0;inform 
yes;2;affirm 
i dont care;0;inform 
next one;7;reqalts 
next one;7;reqalts 
previews;5;null 
phone number;3;request 
address;3;request 
okay thank you good bye;4;thankyou 
moderately priced restaurant in the north part of town;0;inform 
any;0;inform 
any thing else;5;null 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant;0;inform 
in the north part of town;0;inform 
serving european food;0;inform 
european;0;inform 
what about center area;7;reqalts 
no;8;negate 
no;8;negate 
im looking for a european restaurant in center area;0;inform 
thank you good bye;4;thankyou 
west;0;inform 
yes;2;affirm 
corsica food;0;inform 
british;0;inform 
moderate;0;inform 
address;3;request 
address;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
the south part of town;0;inform 
cheap restaurant;0;inform 
mexican;0;inform 
chinese;0;inform 
phone number and address;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant that serves tur;0;inform 
doesnt matter;0;inform 
doesnt matter;0;inform 
i dont care;0;inform 
turkish;0;inform 
is there anything else;7;reqalts 
what is the address;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderate priced restaurant in south part of;0;inform 
i dont care;0;inform 
whats their address;3;request 
and whats their phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant;0;inform 
west;0;inform 
yes;2;affirm 
it doesnt matter;0;inform 
um is there anything else;7;reqalts 
ok how about a restaurant and phone number;3;request 
thats fine;5;null 
i want to know;5;null 
i want to know the address and the;3;request 
whats the phone number;3;request 
great thank you goodbye;6;bye 
i want a polynesian restaurant in the west part of town;0;inform 
how about portuguese;7;reqalts 
how about one that serves portuguese food;7;reqalts 
whats the phone number and address;3;request 
whats the address;3;request 
thank you good bye;4;thankyou 
im looking for an expensive restaurant in the east part of town;0;inform 
it doesnt matter;0;inform 
um;5;null 
can i get a phone number;3;request 
what kind of food do they serve;3;request 
what kind of food do they have;3;request 
what kind of food do they serve;3;request 
thank you goodbye;4;thankyou 
a cheap restaurant in the east part of town;0;inform 
phone number;3;request 
phone number;3;request 
address;3;request 
good bye;6;bye 
good bye;6;bye 
yes id like to find a cheap;2;affirm 
unintelligible;5;null 
cheap restaurant north part of town;0;inform 
address;3;request 
what type of food;3;request 
okay thank you good bye;4;thankyou 
unintelligible;5;null 
unintelligible;5;null 
unintelligible;5;null 
sil;5;null 
yes;2;affirm 
north;0;inform 
moderately priced;0;inform 
thank you good bye;4;thankyou 
im looking for a cheap restaurant that serves chinese food;0;inform 
i dont care;0;inform 
what is their address and telephone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant in the south part of town;0;inform 
i dont care;0;inform 
what is the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the west part of town;0;inform 
mediterranean;0;inform 
indian;0;inform 
whats the address;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
i am looking for a moderately priced restaurant in the north;0;inform 
i do not care;0;inform 
could i have the phone number and type of venue;3;request 
and the type of food;3;request 
thank you good bye;4;thankyou 
im looking for an expensive restaurant serving kitalian food;0;inform 
does it serve kitalian food;1;confirm 
i am looking for an expensive restaurant serving kitalian food;0;inform 
talian food;0;inform 
ok talian food;0;inform 
kitalian food;0;inform 
yes;2;affirm 
i am looking for kitalian food;0;inform 
katalian food;0;inform 
catalen food;0;inform 
i am looking for italian;0;inform 
no;8;negate 
yes;2;affirm 
im looking for kitalian food in an expensive res;0;inform 
does it serve kitalian food;1;confirm 
what type of food does it serve;3;request 
i am looking for catalin food;0;inform 
wrong no;8;negate 
bad;5;null 
im looking for italian food;0;inform 
yes;2;affirm 
dont care;0;inform 
what is its address phone number and area;3;request 
what area of town is it in;3;request 
thank you goodbye;4;thankyou 
cheap;0;inform 
south side;0;inform 
doesnt matter;0;inform 
yes;2;affirm 
what type of food;3;request 
can i have the phone;3;request 
whats its address;3;request 
thank you good bye;4;thankyou 
sil;5;null 
a cheap;0;inform 
a cheap restaurant;0;inform 
i dont care;0;inform 
lebanese;0;inform 
asian oriental;0;inform 
can i have the phone number;3;request 
can i get the address;3;request 
thank you good bye;4;thankyou 
uh yes can i find an expensive restaurant that serves italian food;2;affirm 
center;0;inform 
okay and can i get their address;3;request 
and the phone number;3;request 
okay uh thank you and good bye;4;thankyou 
west;0;inform 
west;0;inform 
cuban;0;inform 
cuban;0;inform 
cuban;0;inform 
cuban;0;inform 
sil;5;null 
dont care;0;inform 
okay;5;null 
phone number;3;request 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
noise;5;null 
basque food in the east part of town;0;inform 
basque;0;inform 
yes;2;affirm 
how about indian food;7;reqalts 
what about indian food;7;reqalts 
what is the address and phone number;3;request 
thank you good bye;4;thankyou 
unintelligible;5;null 
it doesnt matter;0;inform 
any;0;inform 
mexican;0;inform 
what is the phone number;3;request 
good bye;6;bye 
noise;5;null 
mediterranean food;0;inform 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
i would like to find a restaurant in the west part of town that serves;0;inform 
turkish food;0;inform 
how about in the center;7;reqalts 
could i have the address and price range please;3;request 
thank you;4;thankyou 
good bye;6;bye 
and whats the price range;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the;0;inform 
south;0;inform 
south part of town;0;inform 
swedish;0;inform 
how about indian food;7;reqalts 
indian food;0;inform 
i dont care;0;inform 
uh huh;2;affirm 
okay can i have the phone number;3;request 
thank you good bye;4;thankyou 
im looking for vegetarian food;0;inform 
turkish food;0;inform 
any area;0;inform 
on north;0;inform 
expensive;0;inform 
whats the address;3;request 
thank you good bye;4;thankyou 
im looking for irish food in any price range;0;inform 
no;8;negate 
irish food;0;inform 
irish food;0;inform 
thai food;0;inform 
thai food;0;inform 
thai food;0;inform 
thai food;0;inform 
no thai food;8;negate 
how about thai food;7;reqalts 
thai food;0;inform 
i dont care;0;inform 
i dont care;0;inform 
the address and phone number;3;request 
thank you good bye;4;thankyou 
im looking for an expensive restaurant serving english food;0;inform 
yes im looking for english food;2;affirm 
okay what about turkish foo;7;reqalts 
no im looking for turkish;8;negate 
the addre;5;null 
thank you goodbye;4;thankyou 
cheap restaurant on the east part of town;0;inform 
what is the address;3;request 
phone number;3;request 
what type of food;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant and it should serve british;0;inform 
yes;2;affirm 
any;0;inform 
whats the address;3;request 
and the phone number;3;request 
thank you good bye;4;thankyou 
new;5;null 
dont care;0;inform 
east;0;inform 
cheap;0;inform 
address;3;request 
address;3;request 
address;3;request 
phone number;3;request 
what type of food do they serve;3;request 
thank you good bye;4;thankyou 
i want a german restaurant in the west part of town;0;inform 
how about itailian;7;reqalts 
i want an italian restaurant;0;inform 
in the west part of town;0;inform 
yes;2;affirm 
it doesnt matter;0;inform 
moderate;0;inform 
what is its phone number;3;request 
thank you good bye;4;thankyou 
noise;5;null 
dont care;0;inform 
east part of town;0;inform 
expensive;0;inform 
address;3;request 
thank you good bye;4;thankyou 
yes id like an expensive restaurant in the east part of town;2;affirm 
i dont care;0;inform 
can i have the phone number please;3;request 
thank you good bye;4;thankyou 
north part of town;0;inform 
uh dont care;0;inform 
cheap;0;inform 
um anything else;0;inform 
telephone;3;request 
telephone number;3;request 
telephone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant that serves;0;inform 
french;0;inform 
change that to any price range;0;inform 
change that to any price range;0;inform 
uh any;0;inform 
it does not matter;0;inform 
i do not care;0;inform 
it does not matter;0;inform 
whats the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
i want a restaurant in the center of town;0;inform 
romanian food;0;inform 
british food;0;inform 
british food;0;inform 
yes;2;affirm 
i dont care;0;inform 
what is the address and phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant in the;0;inform 
i dont care;0;inform 
the south part of town;0;inform 
is there anything else;7;reqalts 
address;3;request 
and the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in any area that serves malaysian food;0;inform 
im looking for a restaurant in any area that serves north american type;0;inform 
ye;2;affirm 
whats the address;3;request 
whats the phone number;3;request 
price range;3;request 
thank you goodbye;4;thankyou 
im looking for an expensive restaurant in the east part of town;0;inform 
dont care;0;inform 
whats the phone number;3;request 
thank you good bye;4;thankyou 
hi i need a restaurant in any area;9;hello 
spanish;0;inform 
i dont care;0;inform 
anything else;7;reqalts 
the address;3;request 
thank you good bye;4;thankyou 
im looking for corsica food noise;0;inform 
gastropub type food noise;0;inform 
gastropub type food;0;inform 
gastropub;0;inform 
gastropub;0;inform 
gastropub type foo;0;inform 
gastropub type food;0;inform 
no;8;negate 
start over;12;restart 
gastropub type food;0;inform 
gastropub;0;inform 
yes;2;affirm 
i dont care;0;inform 
i dont care;0;inform 
whats the address noise;3;request 
whats the phone number;3;request 
whats the post code noise;3;request 
thank you goodbye;4;thankyou 
moderately priced spanish restaurant;0;inform 
what is their phone number;3;request 
what area of town are they located;3;request 
thank you good bye;4;thankyou 
austrian food;0;inform 
austrian;0;inform 
chinese food;0;inform 
the south part of town;0;inform 
cheap;0;inform 
whats the address;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the center of town serving jamaican food;0;inform 
what about a modern europene type of food;7;reqalts 
i am looking for modern european food;0;inform 
yes;2;affirm 
yes;2;affirm 
dont care;0;inform 
what is the address;3;request 
thank you good bye;4;thankyou 
i need a moderately priced restaurant in the west part of town;0;inform 
i dont care;0;inform 
yes;2;affirm 
whats the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
expensive restaurant in the east part of town;0;inform 
i dont care;0;inform 
is there anything else;7;reqalts 
what is you gardens phone number;3;request 
what kind of food does you garden serve;3;request 
thank you good bye;4;thankyou 
looking for a cheap restaurant;0;inform 
swedish food;0;inform 
how about mediterranean food;7;reqalts 
incorrect;5;null 
im searching for mediterranean food;0;inform 
im looking for mediterranean food;0;inform 
phone number;3;request 
what is its phone number;3;request 
what is its post code;3;request 
thank you good bye;4;thankyou 
an expensive restaurant serving cantonese food;0;inform 
thai food;0;inform 
thai food;0;inform 
food;0;inform 
any;0;inform 
may i have the address and phone number;3;request 
thank you good bye;4;thankyou 
moderately priced;0;inform 
creative;0;inform 
european;0;inform 
european;0;inform 
any area;0;inform 
address;3;request 
post code;3;request 
thank you;4;thankyou 
good bye;6;bye 
im looking for a cheap restaurant in the north part of town;0;inform 
doesnt matter;0;inform 
yes;2;affirm 
is there anything else;7;reqalts 
what is the address;3;request 
what is the phone number;3;request 
what is the type of food;3;request 
thank you good bye;4;thankyou 
sil;5;null 
moderately priced;0;inform 
it does not matter;0;inform 
yes;2;affirm 
right;2;affirm 
west;0;inform 
west;0;inform 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant in the south part of;0;inform 
i dont care;0;inform 
what else;7;reqalts 
what is the address and phone number;3;request 
thank you good bye;4;thankyou 
i want to find a restaurant in the east part of town that serves canapes foo;0;inform 
canapes;0;inform 
no;8;negate 
no canapes;8;negate 
no canapes;8;negate 
yes a restaurant in the east of town unintelligible serving canap;2;affirm 
i dont care;0;inform 
does it serve canapes food;1;confirm 
does it serve canapes food;1;confirm 
okay what is the addre;3;request 
what is the phone number;3;request 
what is the post code;3;request 
thank you goodbye;4;thankyou 
can i have a moderately priced restaurant in the west part of town;0;inform 
any type;0;inform 
could i have their phone number and address please;3;request 
thank you good bye;4;thankyou 
a restaurant in the center that serves leban;0;inform 
lebanese;0;inform 
can i have the address;3;request 
the address;3;request 
and the phone number;3;request 
okay thank you good bye;4;thankyou 
i would like to find a moderately priced restaurant and it should be in the east;0;inform 
i do not care;0;inform 
im looking for a moderately priced restaurant in the east part of town;0;inform 
could i have the address;3;request 
thank you good bye;4;thankyou 
im looking for an expensive restaurant serving portuguese foo;0;inform 
how about french food;7;reqalts 
french restaurant;0;inform 
it doesnt matter;0;inform 
ah a phone number;3;request 
phone number;3;request 
thank you goodbye;4;thankyou 
could i find an expensive restaurant that serves european food please;0;inform 
right;2;affirm 
i dont care;0;inform 
could i have the address phone number and area;3;request 
could i have the area please;3;request 
thank you good bye;4;thankyou 
hello;9;hello 
uh id like a moderately priced restaurant in the north part;0;inform 
it doesnt matter;0;inform 
just give me one more;7;reqalts 
um do you have anything else;7;reqalts 
uh can i have the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in any area that servess;0;inform 
irish food;0;inform 
how about european food;7;reqalts 
yes;2;affirm 
it doesnt matter;0;inform 
doesnt matter;0;inform 
doesnt matter;0;inform 
i dont care;0;inform 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
expensive restaurant;0;inform 
american;0;inform 
yes;2;affirm 
south;0;inform 
south;0;inform 
whats the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
belgium food;0;inform 
european food;0;inform 
expensive restaurant;0;inform 
any;0;inform 
whats the address;3;request 
what is the phone number;3;request 
what area;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the west part of town that serves;0;inform 
sil;5;null 
what about british;7;reqalts 
what about british;7;reqalts 
food;0;inform 
yes;2;affirm 
yes;2;affirm 
any price range is fine;0;inform 
can i can i have the address the phone number;3;request 
of the restaurant please;0;inform 
and can i have the address and phone number please;3;request 
thank you goodbye;4;thankyou 
moderately priced restaurant serving international food;0;inform 
international;0;inform 
dont care;0;inform 
what is the address phone number and post code;3;request 
unintelligible;5;null 
international food;0;inform 
what is the address and phone number;3;request 
post code;3;request 
what is the post code;3;request 
thank you good bye;4;thankyou 
i am looking for a moderately priced restaurant in the south part of town;0;inform 
is there anything else;7;reqalts 
right;2;affirm 
is there anything else;7;reqalts 
can i get the address phone number and post code;3;request 
what is the post code;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant that serves thai food and i dont care about the price;0;inform 
yes;2;affirm 
doesnt matter;0;inform 
i dont care;0;inform 
is there anything else;7;reqalts 
what is the phone number;3;request 
and what is the area;3;request 
thank you good bye;4;thankyou 
moderate price restaurant;0;inform 
dont care;0;inform 
west;0;inform 
the address;3;request 
the phone number;3;request 
the food;0;inform 
type of food;3;request 
food;0;inform 
alright thank you good bye;6;bye 
im looking for african food;0;inform 
what is the address;3;request 
im looking for african food;0;inform 
what is the address;3;request 
and the post code;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant serving belgain food;0;inform 
yes;2;affirm 
how about italian type of food;7;reqalts 
how about italian type of food;7;reqalts 
no that is not unintelligible italian type of food;8;negate 
yes;2;affirm 
north;0;inform 
north part of town;0;inform 
can i have the address and phone number of the venue;3;request 
thank you good bye;4;thankyou 
i need lebanese food in the east;0;inform 
no;8;negate 
no;8;negate 
i dont care;0;inform 
yes;2;affirm 
what kind of food is it;3;request 
how about lebanese food;7;reqalts 
what kind of food;3;request 
how about chinese food;7;reqalts 
what type of food is it;3;request 
the address;3;request 
whats the address;3;request 
whats the phone number;3;request 
the post code;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant;0;inform 
vegetarian food please;0;inform 
unintelligible;5;null 
unintelligible;5;null 
unintelligible;5;null 
unintelligible;5;null 
unintelligible;5;null 
how about european food;7;reqalts 
yes;2;affirm 
is there anything else;7;reqalts 
how about an expensive restaurant;7;reqalts 
im looking for an expensive restaurant in a;0;inform 
yes;2;affirm 
the south part of town please;0;inform 
how about;5;null 
the center of town;0;inform 
the center of town;0;inform 
yes;2;affirm 
yes;2;affirm 
may i have the address;3;request 
may i have the phone number;3;request 
thank you;4;thankyou 
goodbye;6;bye 
austrian food;0;inform 
spanish food;0;inform 
spanish food;0;inform 
spanish food;0;inform 
spanish;0;inform 
restaurant serving spanish food;0;inform 
yes;2;affirm 
dont care;0;inform 
dont care;0;inform 
address;3;request 
price range;3;request 
thank you good bye;4;thankyou 
japanese food;0;inform 
what is the address and phone number;3;request 
thank you good bye;4;thankyou 
noise;5;null 
cheap;0;inform 
the east part of town;0;inform 
what is the address;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
i dont care about the price range i need bask food;0;inform 
yes barbecue food;2;affirm 
how about international;7;reqalts 
how about international food;7;reqalts 
whats the address;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant in the north;0;inform 
oh anything;0;inform 
yes;2;affirm 
anything else;7;reqalts 
anything else;7;reqalts 
whats the address;3;request 
and whats the phone number;3;request 
thank you;4;thankyou 
good bye;6;bye 
english food;0;inform 
chinese food;0;inform 
any area;0;inform 
moderately priced;0;inform 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
im looking for an expensive restaurant in the south;0;inform 
mexican;0;inform 
anything else;7;reqalts 
what is the address;3;request 
what is the type of food;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant that serves expensive food or expensive;0;inform 
portugese;0;inform 
how about mediterranean food;7;reqalts 
change that to mediterranean food;0;inform 
change that to mediterranean food;0;inform 
whats the address;3;request 
i dont care;0;inform 
the address;3;request 
whats the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant in the north part of town;0;inform 
any;0;inform 
is there anything else;7;reqalts 
can i get the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a restaurant in the east part of town that serves c;0;inform 
canapes;0;inform 
uh are there any restaurants serving chinese;7;reqalts 
right;2;affirm 
okay can i have the address phone number and the post code of the restaurant;3;request 
what is the address;3;request 
thank you good bye;4;thankyou 
im looking for a cheap jamaican restaurant;0;inform 
yes;2;affirm 
how about mediterranean;7;reqalts 
cheap restaurant serving mediterranean food;0;inform 
cheap restaurant serving mediterranean food;0;inform 
phone number;3;request 
and the phone number;3;request 
thank you good bye;4;thankyou 
im looking for a cheap restaurant in the east part of town;0;inform 
what is the address;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
a restaurant;0;inform 
christmas food;0;inform 
italian food;0;inform 
west;0;inform 
any;0;inform 
phone number;3;request 
phone number;3;request 
thank you goodbye;4;thankyou 
im looking for a restaurant moderately pri;0;inform 
in the north part o;0;inform 
doesnt matter;0;inform 
ye;2;affirm 
is there another one;7;reqalts 
anything else;7;reqalts 
do you have the phone number and post code;3;request 
and the post code;3;request 
okay thank you;4;thankyou 
goodbye;6;bye 
expensive restaurant east part of town;0;inform 
any;0;inform 
phone number;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
i want a moderately priced restaurant in the east;0;inform 
doesnt matter;0;inform 
yes;2;affirm 
is there anything else;7;reqalts 
what is the address;3;request 
what is the phone number;3;request 
what type of food do they serve;3;request 
thank you good bye;4;thankyou 
expensive restaurant;0;inform 
dont care;0;inform 
dont care;0;inform 
dont care;0;inform 
south;0;inform 
south;0;inform 
south;0;inform 
yes;2;affirm 
address;3;request 
phone number;3;request 
thank you good bye;4;thankyou 
i want to find an expensive restaurant in the east part of town;0;inform 
i dont care;0;inform 
what is the address;3;request 
thank you goodbye;4;thankyou 
restaurant in the center serving turkish food;0;inform 
yes;2;affirm 
the center;0;inform 
i dont care;0;inform 
where is the address;3;request 
thank you good bye;4;thankyou 
barbecue food;0;inform 
how about north american;7;reqalts 
north american;0;inform 
whats the address phone number;3;request 
address noise;3;request 
post code;3;request 
thank you goodbye;4;thankyou 
cheap restaurant serving malaysian food;0;inform 
vietnamese food;0;inform 
vietnamese food;0;inform 
phone number;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
a moderately priced restaurant in the west part of town;0;inform 
i do not care;0;inform 
is there anything else;7;reqalts 
may i have the phone number and post code please;3;request 
thank you good bye;4;thankyou 
world food;0;inform 
italian food;0;inform 
expensive;0;inform 
i dont care;0;inform 
whats the area;3;request 
and the address;3;request 
and the phone number;3;request 
thank you good bye;4;thankyou 
yea im looking for an expensive;0;inform 
french;0;inform 
first one;5;null 
uh any part of town;0;inform 
expensive;0;inform 
whats the name;3;request 
anything else;7;reqalts 
whats the phone number and post code;3;request 
and the post code;3;request 
thank you good bye;4;thankyou 
south part of town;0;inform 
any kind;0;inform 
south part of town;0;inform 
moderate;0;inform 
phone number;3;request 
address;3;request 
thank you good bye;4;thankyou 
corsica food;0;inform 
doesnt matter;0;inform 
anywhere;0;inform 
moderate;0;inform 
yes;2;affirm 
no;8;negate 
corsica;0;inform 
gastropub;0;inform 
thank you good bye;4;thankyou 
restaurant in the center;0;inform 
spanish food;0;inform 
yes spanish food;2;affirm 
any;0;inform 
address phone number postcode;3;request 
phone number;3;request 
postcode;3;request 
thank you goodbye;4;thankyou 
im looking to find a moderately priced restaurant;0;inform 
any type of food;0;inform 
east part of town;0;inform 
whats the phone number;3;request 
thank you good bye;4;thankyou 
expensive restaurant serving caribbean food;0;inform 
caribbean food;0;inform 
no;8;negate 
none;5;null 
i dont care;0;inform 
caribbean food;0;inform 
thai food;0;inform 
what is the address;3;request 
what is the phone number;3;request 
thank you good bye;4;thankyou 
cheap in the east part of town;0;inform 
i dont care;0;inform 
cheap;0;inform 
may i have the phone number;3;request 
what type of food does it serve;3;request 
thank you good bye;4;thankyou 
expensive;0;inform 
restaurant;0;inform 
yes expensive;2;affirm 
east;0;inform 
east;0;inform 
anything else;7;reqalts 
phone number;3;request 
thank you good bye;4;thankyou 
im looking for a moderately priced restaurant that serves polish food;0;inform 
no;8;negate 
im looking for a moderately priced;0;inform 
polish food;0;inform 
what about turkish;0;inform 
im looking for a moderately priced restaurant that serves turkish food;0;inform 
moderately priced restaurant turkish food;0;inform 
it doesnt matter;0;inform 
what is the address;3;request 
thank you good bye;4;thankyou 
cheap restaurant in the east part of town;0;inform 
address and phone number;3;request 
